Keyword,Quality_Score,Impressions,Clicks,CTR,Conversions,CVR,Avg_CPC,Spend
keyword_1229,4,10894,1348,0.12373783734165596,87,0.064540059347181,49.99,67386.52
keyword_1230,10,93944,13237,0.14090309120327002,1857,0.14028858502681876,25.66,339661.42
keyword_1231,10,2750,263,0.09563636363636363,23,0.08745247148288973,31.52,8289.76
keyword_1232,8,21944,1799,0.08198140721837405,330,0.18343524180100054,17.62,31698.38
keyword_1233,2,47464,4589,0.0966838024608124,198,0.04314665504467204,32.17,147628.13
keyword_1234,8,23467,3333,0.14202923253931052,238,0.07140714071407141,48.83,162750.38999999998
keyword_1235,10,20121,1970,0.0979076586650763,62,0.03147208121827411,6.37,12548.9
keyword_1236,1,88942,4096,0.04605248364102449,362,0.08837890625,18.02,73809.92
keyword_1237,7,25123,2488,0.09903275882657325,116,0.04662379421221865,17.66,43938.08
keyword_1238,7,92888,12369,0.13316036517095858,2129,0.17212385803217722,49.21,608678.49
keyword_1239,6,61640,5509,0.08937378325762492,1027,0.18642221818841895,10.97,60433.73
keyword_1240,4,55499,4460,0.08036180832087064,626,0.14035874439461885,41.56,185357.6
keyword_1241,5,46545,5244,0.11266516274572994,202,0.038520213577421816,17.35,90983.40000000001
keyword_1242,1,96707,9916,0.10253652786251254,808,0.08148446954417103,43.73,433626.68
keyword_1243,2,47396,850,0.017934002869440458,164,0.19294117647058823,26.95,22907.5
keyword_1244,10,15516,1730,0.11149780871358597,77,0.04450867052023121,15.9,27507.0
keyword_1245,7,81417,5459,0.06704987901789553,655,0.11998534530133724,36.94,201655.46
keyword_1246,2,16821,2383,0.14166815290410795,199,0.08350818296265212,42.87,102159.20999999999
keyword_1247,8,11876,1732,0.1458403502862917,346,0.1997690531177829,26.16,45309.12
keyword_1248,7,18776,1367,0.0728057094162761,97,0.07095830285296269,37.13,50756.71000000001
keyword_1249,10,83317,12133,0.14562454241031242,346,0.02851726695788346,13.17,159791.61
keyword_1250,8,35006,1873,0.05350511340912986,274,0.14628937533368927,47.19,88386.87
keyword_1251,4,79892,8434,0.10556751614679817,664,0.07872895423286697,9.34,78773.56
keyword_1252,1,26044,534,0.02050376286284749,73,0.13670411985018727,14.99,8004.66
keyword_1253,7,77230,2339,0.030286158228667617,90,0.03847798204360838,17.98,42055.22
keyword_1254,1,61004,7993,0.13102419513474525,912,0.11409983735768797,11.87,94876.90999999999
keyword_1255,7,46201,6243,0.1351269453042142,546,0.08745795290725612,23.3,145461.9
keyword_1256,9,35771,3024,0.08453775404657404,352,0.1164021164021164,25.6,77414.40000000001
keyword_1257,5,22944,1320,0.05753138075313807,229,0.1734848484848485,28.34,37408.8
keyword_1258,2,87570,6405,0.07314148681055156,1249,0.19500390320062452,6.84,43810.2
keyword_1259,1,89166,11747,0.13174304106946594,1827,0.1555290712522346,14.86,174560.41999999998
keyword_1260,8,10162,401,0.039460736075575674,63,0.1571072319201995,41.35,16581.350000000002
keyword_1261,4,53151,2725,0.05126902598257794,313,0.11486238532110092,41.48,113032.99999999999
keyword_1262,8,77858,9340,0.11996198206992216,350,0.03747323340471092,19.85,185399.0
keyword_1263,2,13752,1938,0.14092495636998253,271,0.13983488132094943,25.75,49903.5
keyword_1264,3,27714,637,0.02298477303889731,29,0.04552590266875981,13.26,8446.619999999999
keyword_1265,3,35829,4390,0.12252644505847218,281,0.06400911161731207,42.0,184380.0
keyword_1266,4,16850,1690,0.10029673590504451,249,0.14733727810650887,48.05,81204.5
keyword_1267,9,20487,866,0.042270708254014744,119,0.1374133949191686,18.11,15683.26
keyword_1268,9,50038,5795,0.11581198289300132,443,0.07644521138912856,40.19,232901.05
keyword_1269,5,7261,812,0.11183032640132214,129,0.15886699507389163,20.86,16938.32
keyword_1270,7,24858,742,0.029849545417974094,140,0.18867924528301888,5.12,3799.04
keyword_1271,9,55101,4425,0.08030707246692438,522,0.11796610169491525,31.99,141555.75
keyword_1272,1,90749,10541,0.11615554992341513,1496,0.1419220187837966,23.47,247397.27
keyword_1273,2,4251,156,0.03669724770642202,10,0.0641025641025641,39.13,6104.280000000001
keyword_1274,6,6344,474,0.07471626733921816,92,0.1940928270042194,38.69,18339.059999999998
keyword_1275,3,29653,797,0.026877550332175495,55,0.06900878293601004,47.57,37913.29
keyword_1276,7,8991,476,0.0529418307196085,85,0.17857142857142858,24.7,11757.199999999999
keyword_1277,5,16915,685,0.040496600650310376,128,0.18686131386861313,26.71,18296.350000000002
keyword_1278,10,9233,745,0.08068883353189646,111,0.14899328859060404,23.02,17149.9
keyword_1279,8,31016,923,0.02975883415011607,153,0.1657638136511376,18.36,16946.28
keyword_1280,1,50198,3194,0.06362803298936212,327,0.1023794614902943,33.7,107637.8
keyword_1281,9,15259,740,0.04849596959171636,137,0.18513513513513513,42.26,31272.399999999998
keyword_1282,10,86560,9906,0.11444085027726432,1522,0.15364425600646073,12.1,119862.59999999999
keyword_1283,6,25455,2747,0.10791593007267727,216,0.07863123407353477,49.18,135097.46
keyword_1284,5,84335,1964,0.023288077310725085,51,0.025967413441955193,35.77,70252.28000000001
keyword_1285,8,54706,7849,0.14347603553540744,921,0.11733978850809021,40.1,314744.9
keyword_1286,4,27261,3114,0.11422911852096401,533,0.17116249197174052,49.95,155544.30000000002
keyword_1287,9,24610,2368,0.09622104835432752,414,0.17483108108108109,27.68,65546.24
keyword_1288,5,13195,1014,0.07684729064039408,172,0.16962524654832348,8.21,8324.94
keyword_1289,1,90796,3169,0.034902418608749285,185,0.05837803723572105,40.56,128534.64000000001
keyword_1290,8,76293,11038,0.14467906623150223,1067,0.09666606269251676,44.18,487658.84
keyword_1291,9,51372,570,0.011095538425601495,74,0.12982456140350876,12.31,7016.700000000001
keyword_1292,5,65953,7053,0.10693979045684048,988,0.14008223451013754,6.09,42952.77
keyword_1293,5,33438,2709,0.08101561098151804,217,0.08010335917312661,11.11,30096.989999999998
keyword_1294,6,32320,4407,0.13635519801980198,637,0.14454277286135694,19.58,86289.06
keyword_1295,9,9091,575,0.06324936750632494,72,0.12521739130434784,46.59,26789.250000000004
keyword_1296,5,48513,4007,0.08259641745511512,488,0.12178687297229848,5.11,20475.77
keyword_1297,2,12284,1399,0.11388798436991208,194,0.13867047891350964,41.17,57596.83
keyword_1298,3,65212,1086,0.01665337667913881,139,0.1279926335174954,43.47,47208.42
keyword_1299,10,28728,506,0.01761347813979393,25,0.04940711462450593,41.5,20999.0
keyword_1300,3,83760,3319,0.0396251193887297,588,0.1771617957216029,8.7,28875.3
keyword_1301,9,63486,1936,0.030494912264121224,122,0.06301652892561983,35.56,68844.16
keyword_1302,8,24966,272,0.010894816951053432,41,0.15073529411764705,47.93,13036.96
keyword_1303,6,12313,1197,0.09721432632177374,61,0.050960735171261484,10.42,12472.74
keyword_1304,5,93187,11315,0.12142251601618251,1572,0.13893062306672557,6.43,72755.45
keyword_1305,10,7120,1025,0.14396067415730338,185,0.18048780487804877,44.31,45417.75
keyword_1306,2,26424,1895,0.07171510747805025,41,0.02163588390501319,34.02,64467.90000000001
keyword_1307,9,73958,3635,0.04914951729359907,713,0.19614855570839065,34.09,123917.15000000001
keyword_1308,10,54506,7137,0.13093971305911276,180,0.025220680958385876,48.4,345430.8
keyword_1309,8,35357,4533,0.12820657861243884,99,0.02183984116479153,39.64,179688.12
keyword_1310,5,99037,9653,0.09746862283792926,1683,0.17434994302289444,22.89,220957.17
keyword_1311,6,17439,841,0.04822524227306611,124,0.14744351961950058,24.61,20697.01
keyword_1312,9,93096,12772,0.137191716078027,498,0.03899154400250548,11.51,147005.72
keyword_1313,1,76182,2664,0.03496889028904466,502,0.18843843843843844,18.68,49763.52
keyword_1314,4,63243,1018,0.01609664310674699,143,0.14047151277013753,25.04,25490.719999999998
keyword_1315,5,69311,8423,0.12152472190561382,336,0.03989077525822154,16.75,141085.25
keyword_1316,9,15578,1385,0.08890743356014892,242,0.17472924187725633,46.21,64000.85
keyword_1317,5,58646,2610,0.04450431401971149,278,0.10651340996168582,5.53,14433.300000000001
keyword_1318,5,38214,3971,0.10391479562464019,278,0.0700075547720977,31.42,124768.82
keyword_1319,3,1345,157,0.11672862453531599,26,0.16560509554140126,39.72,6236.04
keyword_1320,8,31178,3998,0.12823144524985566,611,0.1528264132066033,37.94,151684.12
keyword_1321,7,7153,354,0.04948972459108066,46,0.12994350282485875,33.97,12025.38
keyword_1322,8,67355,914,0.013569890876698092,166,0.18161925601750548,23.47,21451.579999999998
keyword_1323,4,86537,7044,0.08139870806706957,1232,0.17490062464508802,46.33,326348.51999999996
keyword_1324,8,43170,5605,0.12983553393560343,340,0.060660124888492414,19.8,110979.0
keyword_1325,10,21987,859,0.03906854050120526,153,0.1781140861466822,38.76,33294.84
keyword_1326,4,80368,5541,0.06894535138363528,483,0.08716838115863562,46.7,258764.7
keyword_1327,1,25317,1162,0.04589801319271636,113,0.0972461273666093,10.78,12526.359999999999
keyword_1328,4,68926,818,0.011867800249542988,159,0.19437652811735942,47.62,38953.159999999996
keyword_1329,5,35893,4874,0.1357924943582314,764,0.15675010258514568,39.92,194570.08000000002
keyword_1330,10,6013,173,0.028770996174954266,13,0.07514450867052024,32.75,5665.75
keyword_1331,8,61342,7198,0.11734211470118353,983,0.13656571269797166,21.8,156916.4
keyword_1332,10,9144,535,0.058508311461067365,62,0.11588785046728972,45.69,24444.149999999998
keyword_1333,6,97262,4753,0.048868006004400485,194,0.04081632653061224,6.98,33175.94
keyword_1334,10,34897,4946,0.14173138092099608,889,0.17974120501415286,24.43,120830.78
keyword_1335,5,24020,2450,0.10199833472106577,411,0.16775510204081634,39.05,95672.5
keyword_1336,3,48012,5097,0.10616095976005999,815,0.159897979203453,41.5,211525.5
keyword_1337,4,54369,6325,0.11633467601022641,763,0.12063241106719368,14.1,89182.5
keyword_1338,6,33826,1952,0.05770708922130905,116,0.05942622950819672,7.14,13937.279999999999
keyword_1339,6,41338,3675,0.08890125308432918,658,0.17904761904761904,41.13,151152.75
keyword_1340,6,62811,3004,0.04782601773574692,250,0.08322237017310254,23.99,72065.95999999999
keyword_1341,2,44175,5602,0.12681380871533673,132,0.023563013209568013,11.46,64198.920000000006
keyword_1342,8,64579,6064,0.09390049396862757,1192,0.19656992084432717,8.85,53666.4
keyword_1343,8,67104,2957,0.04406592751549833,517,0.17483936422049373,33.83,100035.31
keyword_1344,6,44214,6011,0.13595241326276744,793,0.13192480452503744,31.23,187723.53
keyword_1345,4,42720,3901,0.09131554307116105,86,0.022045629325813894,43.43,169420.43
keyword_1346,2,11462,908,0.07921828651195253,55,0.0605726872246696,6.42,5829.36
keyword_1347,6,65606,972,0.01481571807456635,98,0.10082304526748971,44.08,42845.759999999995
keyword_1348,6,81508,11196,0.13736074986504393,1489,0.13299392640228652,44.93,503036.27999999997
keyword_1349,10,87022,12471,0.14330858863275953,1839,0.14746211210007218,25.08,312772.68
keyword_1350,3,73846,6554,0.08875226823389215,1061,0.1618858712236802,8.45,55381.299999999996
keyword_1351,2,74032,5326,0.0719418629781716,639,0.11997746901990236,47.6,253517.6
keyword_1352,4,17333,1045,0.06028962095424912,144,0.13779904306220095,8.24,8610.800000000001
keyword_1353,8,69675,3311,0.047520631503408683,549,0.16581093325279372,31.58,104561.37999999999
keyword_1354,5,2413,218,0.09034397016162453,32,0.14678899082568808,27.19,5927.42
keyword_1355,3,44257,1236,0.02792778543507242,237,0.19174757281553398,42.58,52628.88
keyword_1356,5,57576,7984,0.13866888981520079,1416,0.17735470941883769,27.62,220518.08000000002
keyword_1357,9,71364,2471,0.0346253012723502,124,0.05018211250505868,26.11,64517.81
keyword_1358,8,38677,4423,0.11435737001318613,842,0.19036852814831562,44.63,197398.49000000002
keyword_1359,10,52197,2764,0.05295323486024101,156,0.056439942112879886,48.38,133722.32
keyword_1360,7,93866,3909,0.041644471906760704,775,0.19826042466103863,29.72,116175.48
keyword_1361,4,62339,5492,0.08809894287685077,803,0.14621267297887836,25.46,139826.32
keyword_1362,2,71363,8357,0.11710550285161779,1111,0.13294244346057196,42.4,354336.8
keyword_1363,9,30618,3421,0.11173166111437717,268,0.07833966676410406,42.4,145050.4
keyword_1364,3,36729,1569,0.04271828800130687,68,0.043339706819630335,19.37,30391.530000000002
keyword_1365,6,8033,452,0.056267894933399724,19,0.0420353982300885,30.93,13980.36
keyword_1366,7,64571,8499,0.13162255501695808,1495,0.17590304741734322,11.94,101478.06
keyword_1367,3,67495,7509,0.11125268538410253,734,0.09774936742575575,33.6,252302.40000000002
keyword_1368,3,65323,7170,0.10976225831636637,865,0.1206415620641562,42.53,304940.10000000003
keyword_1369,3,88902,4235,0.047636723583271465,795,0.18772136953955135,13.44,56918.4
keyword_1370,3,44678,5400,0.12086485518599759,356,0.06592592592592593,19.54,105516.0
keyword_1371,3,30911,1860,0.060172754035780145,292,0.15698924731182795,25.2,46872.0
keyword_1372,7,17340,1147,0.06614763552479816,120,0.1046207497820401,43.03,49355.41
keyword_1373,5,8668,435,0.050184586986617444,25,0.05747126436781609,37.91,16490.85
keyword_1374,4,59728,1612,0.02698901687650683,279,0.17307692307692307,19.26,31047.120000000003
keyword_1375,6,38798,2671,0.06884375483272334,380,0.1422688131785848,15.94,42575.74
keyword_1376,8,66680,824,0.01235752849430114,30,0.03640776699029126,36.31,29919.440000000002
keyword_1377,2,76557,5652,0.07382734433167444,664,0.11748053786270347,26.59,150286.68
keyword_1378,3,13201,1471,0.11143095220059086,254,0.1726716519374575,31.71,46645.41
keyword_1379,2,73300,10592,0.14450204638472033,339,0.032005287009063445,34.19,362140.48
keyword_1380,7,27286,573,0.020999780107014587,54,0.09424083769633508,30.14,17270.22
keyword_1381,2,21822,1077,0.049353863073962057,177,0.16434540389972144,32.59,35099.43
keyword_1382,5,47016,3722,0.07916453973115535,649,0.17436861902203116,44.94,167266.68
keyword_1383,10,57015,1930,0.033850741033061474,307,0.15906735751295337,44.07,85055.1
keyword_1384,9,71783,1891,0.02634328462170709,141,0.0745637228979376,11.71,22143.61
keyword_1385,8,86676,6355,0.07331902718168813,706,0.11109362706530292,31.39,199483.45
keyword_1386,8,86770,7922,0.09129883600322693,1215,0.15337036101994445,24.77,196227.94
keyword_1387,3,91705,11447,0.12482416444032496,543,0.04743600943478641,17.85,204328.95
keyword_1388,1,68797,10298,0.14968675959707545,1308,0.1270149543600699,33.4,343953.2
keyword_1389,2,59886,7090,0.11839161072704805,1061,0.14964739069111424,27.99,198449.09999999998
keyword_1390,7,57879,2372,0.04098204875688937,410,0.17284991568296795,39.87,94571.64
keyword_1391,4,65316,7492,0.11470390103496846,300,0.0400427122263748,9.2,68926.4
keyword_1392,10,89293,7607,0.08519144837781237,603,0.07926909425529118,18.62,141642.34
keyword_1393,5,14801,1082,0.07310316870481724,127,0.11737523105360444,6.16,6665.12
keyword_1394,1,74536,10509,0.1409922721906193,1536,0.1461604339137882,38.57,405332.13
keyword_1395,2,72053,7802,0.10828140396652464,1181,0.15137144321968726,46.06,359360.12
keyword_1396,9,88378,9318,0.10543347892009323,611,0.06557201116119339,31.43,292864.74
keyword_1397,6,72883,848,0.011635086371307437,19,0.02240566037735849,32.76,27780.48
keyword_1398,7,75016,9835,0.131105364188973,1424,0.14478901881037112,7.09,69730.15
keyword_1399,5,17174,2079,0.12105508326540118,381,0.18326118326118326,27.67,57525.93
keyword_1400,9,99233,5145,0.05184767164149023,841,0.16345966958211855,28.71,147712.95
keyword_1401,10,1097,55,0.05013673655423884,7,0.12727272727272726,6.75,371.25
keyword_1402,5,37795,660,0.017462627331657626,129,0.19545454545454546,40.21,26538.600000000002
keyword_1403,6,34825,596,0.017114142139267766,58,0.09731543624161074,17.52,10441.92
keyword_1404,10,89209,9242,0.10359941261531908,1058,0.11447738584721921,37.56,347129.52
keyword_1405,9,54252,1957,0.03607240286072403,43,0.021972406745017884,23.13,45265.409999999996
keyword_1406,5,90475,12602,0.13928709588284055,2397,0.1902079035073798,49.8,627579.6
keyword_1407,4,33940,4342,0.12793164407778432,542,0.12482726853984338,14.55,63176.100000000006
keyword_1408,5,18462,1086,0.058823529411764705,98,0.09023941068139964,7.62,8275.32
keyword_1409,5,83852,5300,0.06320660210847684,148,0.027924528301886794,49.1,260230.0
keyword_1410,5,8732,487,0.05577187356848374,41,0.08418891170431211,15.97,7777.39
keyword_1411,1,4979,114,0.02289616388833099,2,0.017543859649122806,33.59,3829.26
keyword_1412,5,85353,1229,0.014399025224655256,96,0.07811228641171684,21.86,26865.94
keyword_1413,5,83734,6137,0.07329161392027134,1173,0.19113573407202217,33.78,207307.86000000002
keyword_1414,1,51467,7309,0.14201332892921678,349,0.04774935011629498,31.82,232572.38
keyword_1415,4,37546,5196,0.13839024130400043,614,0.11816782140107775,36.83,191368.68
keyword_1416,8,89327,11020,0.12336695511995253,590,0.05353901996370236,5.83,64246.6
keyword_1417,4,50715,4970,0.09799861973775018,800,0.16096579476861167,42.63,211871.1
keyword_1418,7,47178,6127,0.1298698545932426,742,0.1211033132038518,26.54,162610.58
keyword_1419,6,11988,984,0.08208208208208208,55,0.05589430894308943,28.35,27896.4
keyword_1420,5,5904,207,0.0350609756097561,36,0.17391304347826086,23.5,4864.5
keyword_1421,9,12925,1367,0.10576402321083173,220,0.16093635698610095,49.52,67693.84000000001
keyword_1422,8,71629,9948,0.13888229627664772,1902,0.19119420989143546,41.07,408564.36
keyword_1423,5,46043,586,0.012727233238494451,11,0.01877133105802048,19.01,11139.86
keyword_1424,10,62515,2825,0.045189154602895305,288,0.10194690265486726,40.24,113678.0
keyword_1425,7,68712,3240,0.04715333566189312,647,0.19969135802469135,24.66,79898.4
keyword_1426,9,90512,2160,0.02386423899593424,358,0.16574074074074074,44.15,95364.0
keyword_1427,7,59477,2472,0.04156228458059418,419,0.16949838187702265,6.39,15796.08
keyword_1428,3,5765,367,0.06366001734605377,48,0.1307901907356948,20.99,7703.329999999999
keyword_1429,10,95605,13535,0.14157209350975367,2007,0.14828223125230883,24.34,329441.9
keyword_1430,5,48012,6262,0.13042572690160792,1032,0.16480357713190674,38.49,241024.38
keyword_1431,9,83528,11897,0.14243128052868498,435,0.03656383962343448,13.2,157040.4
keyword_1432,9,57426,1543,0.026869362309755163,223,0.14452365521710953,17.88,27588.84
keyword_1433,8,37129,517,0.013924425651108298,86,0.16634429400386846,37.57,19423.69
keyword_1434,6,87548,2222,0.025380362772421984,60,0.027002700270027002,8.46,18798.120000000003
keyword_1435,7,70990,9796,0.13799126637554585,719,0.07339730502245814,14.05,137633.80000000002
keyword_1436,7,67148,2151,0.03203371656639066,168,0.07810320781032078,38.9,83673.9
keyword_1437,1,67148,6054,0.09015905164710789,1052,0.17376940865543442,44.4,268797.6
keyword_1438,8,17233,721,0.041838333430047,115,0.15950069348127602,37.8,27253.8
keyword_1439,6,37230,479,0.012865968305130272,66,0.13778705636743216,28.72,13756.88
keyword_1440,7,84343,1842,0.02183939390346561,303,0.16449511400651465,9.46,17425.320000000003
keyword_1441,10,90479,9895,0.10936239348357077,1005,0.10156644770085901,42.23,417865.85
keyword_1442,10,24212,860,0.035519577069221875,152,0.17674418604651163,10.58,9098.8
keyword_1443,2,66078,2780,0.04207149126789552,172,0.0618705035971223,22.33,62077.399999999994
keyword_1444,7,71913,4517,0.06281200895526538,663,0.14677883551029444,7.27,32838.59
keyword_1445,8,27381,2793,0.1020050399912348,177,0.06337271750805586,36.94,103173.42
keyword_1446,5,72010,5452,0.07571170670740175,148,0.02714600146735143,27.66,150802.32
keyword_1447,1,16018,2278,0.14221500811586965,162,0.07111501316944688,45.84,104423.52
keyword_1448,6,15991,1131,0.07072728409730474,122,0.10786914235190097,11.24,12712.44
keyword_1449,3,49186,1863,0.03787663156182654,320,0.17176596886741816,41.86,77985.18
keyword_1450,5,32844,2793,0.0850383631713555,311,0.11134980307912638,27.98,78148.14
keyword_1451,9,79392,5805,0.07311819830713422,303,0.05219638242894057,21.47,124633.34999999999
keyword_1452,7,46569,5597,0.12018724902832356,1112,0.19867786314096839,33.96,190074.12
keyword_1453,8,46773,6591,0.14091463023539222,452,0.0685783644363526,40.57,267396.87
keyword_1454,6,96249,12231,0.12707664495215534,2413,0.1972855858065571,24.81,303451.11
keyword_1455,9,50938,3283,0.06445090109544938,618,0.1882424611635699,15.48,50820.840000000004
keyword_1456,3,60326,2428,0.040247985943042804,285,0.11738056013179572,46.21,112197.88
keyword_1457,1,78853,10883,0.13801630882781885,397,0.03647891206468805,19.08,207647.63999999998
keyword_1458,10,55658,3563,0.06401595457975494,517,0.14510244176255965,49.92,177864.96
keyword_1459,4,12060,1421,0.11782752902155887,244,0.1717100633356791,39.53,56172.130000000005
keyword_1460,8,81896,12164,0.14852984272736153,1218,0.10013153567905295,35.95,437295.80000000005
keyword_1461,6,59960,5446,0.09082721814543028,343,0.06298200514138817,5.56,30279.76
keyword_1462,7,50700,3913,0.07717948717948718,643,0.16432404804497827,25.18,98529.34
keyword_1463,9,52267,5643,0.10796487267300592,666,0.11802232854864433,27.61,155803.23
keyword_1464,2,17396,646,0.03713497355713957,35,0.05417956656346749,21.94,14173.240000000002
keyword_1465,7,22997,1801,0.07831456276905684,343,0.19044975013881177,11.75,21161.75
keyword_1466,4,82602,4437,0.05371540640662454,845,0.1904439936894298,21.54,95572.98
keyword_1467,7,82294,2715,0.03299146960896299,233,0.0858195211786372,8.37,22724.55
keyword_1468,8,35369,3374,0.09539427181995533,106,0.03141671606401897,18.09,61035.659999999996
keyword_1469,2,82579,7481,0.0905920391382797,999,0.1335382970191151,8.77,65608.37
keyword_1470,7,96715,11273,0.11655896189836117,869,0.07708684467311275,38.86,438068.77999999997
keyword_1471,8,44917,5938,0.13219938998597414,189,0.031828898619063656,35.2,209017.6
keyword_1472,1,6068,247,0.04070533948582729,44,0.17813765182186234,47.3,11683.099999999999
keyword_1473,10,43771,5215,0.11914281145050376,1041,0.19961649089165867,22.1,115251.50000000001
keyword_1474,5,19552,1201,0.061425941080196396,99,0.08243130724396336,40.38,48496.380000000005
keyword_1475,9,44513,4363,0.0980163098420686,672,0.15402246160898464,31.44,137172.72
keyword_1476,2,19999,2580,0.12900645032251612,82,0.03178294573643411,34.07,87900.6
keyword_1477,6,90812,4165,0.04586398273355944,360,0.08643457382953182,29.64,123450.6
keyword_1478,2,1807,170,0.09407858328721638,6,0.03529411764705882,40.06,6810.200000000001
keyword_1479,3,76422,5903,0.0772421554002774,176,0.029815348128070473,6.89,40671.67
keyword_1480,6,22443,2708,0.12066123067326115,341,0.1259231905465288,8.62,23342.96
keyword_1481,5,77703,8361,0.10760202308791167,1374,0.16433440975959812,9.32,77924.52
keyword_1482,4,87226,10270,0.11774012335771444,1042,0.101460564751704,17.99,184757.3
keyword_1483,7,75997,3823,0.05030461728752451,437,0.11430813497253466,31.6,120806.8
keyword_1484,3,85675,9305,0.10860811205135687,639,0.06867275658248254,34.05,316835.25
keyword_1485,10,35862,3400,0.09480787463052813,518,0.15235294117647058,37.07,126038.0
keyword_1486,7,18116,1339,0.07391256347979687,113,0.08439133681852129,17.63,23606.57
keyword_1487,9,5467,344,0.06292299250045728,11,0.03197674418604651,34.26,11785.439999999999
keyword_1488,2,42034,2371,0.05640671837084265,118,0.04976803036693378,10.3,24421.300000000003
keyword_1489,5,16965,192,0.011317418213969938,8,0.041666666666666664,5.45,1046.4
keyword_1490,1,58106,1960,0.03373145630399615,192,0.09795918367346938,36.26,71069.59999999999
keyword_1491,7,78218,1428,0.01825666726328978,45,0.031512605042016806,37.2,53121.600000000006
keyword_1492,2,20429,2630,0.12873855793235106,434,0.1650190114068441,33.0,86790.0
keyword_1493,5,23330,3042,0.13039005572224605,558,0.1834319526627219,16.65,50649.299999999996
keyword_1494,1,86721,11140,0.1284579282987973,720,0.06463195691202872,46.74,520683.60000000003
keyword_1495,1,51107,6363,0.12450349267223668,683,0.10733930535910734,44.41,282580.82999999996
keyword_1496,4,16978,695,0.0409353280716221,78,0.11223021582733812,28.2,19599.0
keyword_1497,7,65586,5171,0.07884304577196354,1020,0.19725391607039258,49.51,256016.21
keyword_1498,7,96107,13176,0.13709719375279636,419,0.03180024286581663,18.44,242965.44
keyword_1499,8,98940,11513,0.11636345259753386,1614,0.1401893511682446,27.1,312002.3
keyword_1500,9,51689,530,0.010253632300876395,43,0.08113207547169811,46.76,24782.8
keyword_1501,4,16488,1225,0.07429645803008249,135,0.11020408163265306,25.8,31605.0
keyword_1502,2,97458,1120,0.011492129943155,66,0.05892857142857143,26.2,29344.0
keyword_1503,10,10941,539,0.04926423544465771,26,0.04823747680890538,8.57,4619.2300000000005
keyword_1504,10,95650,6791,0.0709984317825405,433,0.06376085996171403,14.51,98537.41
keyword_1505,3,16109,2174,0.1349556148736731,71,0.03265869365225391,12.1,26305.399999999998
keyword_1506,9,4170,423,0.10143884892086331,29,0.06855791962174941,30.44,12876.12
keyword_1507,8,75573,4590,0.06073597713469096,662,0.14422657952069717,19.33,88724.7
keyword_1508,6,21528,1694,0.07868821999256782,232,0.13695395513577333,8.47,14348.18
keyword_1509,3,52336,6512,0.1244267808009783,780,0.11977886977886978,27.95,182010.4
keyword_1510,10,75227,3908,0.051949433049304106,78,0.019959058341862845,35.11,137209.88
keyword_1511,8,93849,9019,0.09610118381655638,384,0.04257678234837565,38.14,343984.66000000003
keyword_1512,2,9716,453,0.04662412515438452,77,0.16997792494481237,42.69,19338.57
keyword_1513,4,14755,1139,0.07719417146729922,78,0.0684811237928007,26.69,30399.91
keyword_1514,4,22341,300,0.013428226131328052,55,0.18333333333333332,22.58,6773.999999999999
keyword_1515,9,13078,1691,0.12930111637865116,300,0.17740981667652278,35.79,60520.89
keyword_1516,8,21050,352,0.01672209026128266,16,0.045454545454545456,5.6,1971.1999999999998
keyword_1517,7,70239,2908,0.04140150059083985,528,0.1815680880330124,33.51,97447.07999999999
keyword_1518,4,49117,2784,0.05668098621658489,370,0.13290229885057472,23.26,64755.840000000004
keyword_1519,7,63144,6157,0.09750728493601926,821,0.1333441611174273,25.38,156264.66
keyword_1520,1,35101,3889,0.11079456425742856,674,0.17330933401902804,18.33,71285.37
keyword_1521,8,5884,125,0.02124405166553365,11,0.088,10.73,1341.25
keyword_1522,8,86054,1384,0.016082924675203943,210,0.15173410404624277,23.06,31915.039999999997
keyword_1523,9,92110,11224,0.12185430463576159,1573,0.14014611546685674,18.87,211796.88
keyword_1524,9,72155,7915,0.10969440787194235,1257,0.15881238155401137,48.21,381582.15
keyword_1525,1,63183,7987,0.12641058512574585,1108,0.13872542882183547,47.46,379063.02
keyword_1526,10,82988,8690,0.10471393454475346,299,0.03440736478711162,33.98,295286.19999999995
keyword_1527,7,29335,3377,0.11511845917845577,245,0.07254960023689665,45.67,154227.59
keyword_1528,1,21909,1381,0.06303345657035922,261,0.1889934829833454,38.81,53596.61
keyword_1529,6,18176,1683,0.09259463028169014,101,0.06001188354129531,20.57,34619.31
keyword_1530,5,30378,3729,0.12275330831522813,391,0.10485384821668008,32.18,119999.22
keyword_1531,2,63905,2178,0.034081840231593774,183,0.08402203856749312,14.91,32473.98
keyword_1532,3,4775,330,0.06910994764397906,11,0.03333333333333333,35.92,11853.6
keyword_1533,8,98769,11226,0.1136591440634207,590,0.05255656511669339,7.02,78806.51999999999
keyword_1534,2,8463,715,0.08448540706605223,51,0.07132867132867132,42.41,30323.149999999998
keyword_1535,4,68681,7241,0.10542944919264426,748,0.10330064908161857,31.25,226281.25
keyword_1536,3,73873,3767,0.05099292028210577,668,0.17732943987257765,7.63,28742.21
keyword_1537,7,81440,1183,0.014526031434184676,133,0.11242603550295859,44.23,52324.09
keyword_1538,8,61465,865,0.014073049703083056,118,0.13641618497109825,44.5,38492.5
keyword_1539,4,91143,12941,0.14198567086885444,1251,0.09666950003863689,43.38,561380.5800000001
