Customer_ID,Journey,Conversion_Value
1066,Email > Display > Social Media > Paid Search > Email,1287
1067,Display > Display > Display > Paid Search,1444
1068,Display > Social Media > Paid Search > Social Media,5464
1069,Paid Search > Social Media > Social Media > Display,7666
1070,Organic Search > Paid Search > Organic Search > Paid Search > Paid Search,1842
1071,Email > Organic Search > Organic Search,5080
1072,Social Media > Social Media > Display,1949
1073,Paid Search > Social Media > Paid Search > Email > Organic Search,2401
1074,Social Media > Email > Email > Social Media,3505
1075,Social Media > Paid Search,5589
1076,Social Media > Organic Search,6632
1077,Display > Email > Organic Search > Paid Search > Social Media,3166
1078,Paid Search > Paid Search,8587
1079,Organic Search > Organic Search > Paid Search > Paid Search,3206
1080,Organic Search > Paid Search > Social Media > Organic Search > Organic Search,2153
1081,Organic Search > Email > Display,1695
1082,Organic Search > Email > Paid Search,3701
1083,Organic Search > Display > Display > Paid Search,4969
1084,Social Media > Display > Email,6998
1085,Email > Social Media > Paid Search,1084
1086,Organic Search > Email > Paid Search > Social Media,2382
1087,Organic Search > Organic Search,9020
1088,Social Media > Display > Organic Search > Paid Search,4229
1089,Organic Search > Paid Search,4973
1090,Social Media > Display > Display > Paid Search > Paid Search,6278
1091,Display > Display > Email > Social Media > Paid Search,4670
1092,Display > Organic Search > Display > Email > Display,6557
1093,Paid Search > Email > Social Media > Organic Search,4077
1094,Paid Search > Social Media > Email > Email,1200
1095,Display > Social Media > Email,6285
1096,Social Media > Email > Social Media > Paid Search,8905
1097,Social Media > Email > Organic Search > Display,6090
1098,Organic Search > Organic Search > Email,9753
1099,Paid Search > Paid Search,2471
1100,Paid Search > Email,8406
1101,Email > Social Media > Social Media > Display > Organic Search,3292
1102,Organic Search > Display,3783
1103,Organic Search > Social Media,3660
1104,Email > Paid Search,7946
1105,Display > Email,1871
1106,Social Media > Social Media > Social Media,5068
1107,Paid Search > Display > Email,7977
1108,Display > Display > Social Media,1236
1109,Email > Organic Search > Email > Paid Search,2606
1110,Organic Search > Social Media > Display,9488
1111,Organic Search > Social Media,7347
1112,Organic Search > Email > Paid Search > Social Media > Social Media,1149
1113,Organic Search > Display > Organic Search,2380
1114,Social Media > Organic Search,9691
1115,Email > Social Media > Social Media > Social Media > Organic Search,1102
1116,Organic Search > Paid Search > Email > Paid Search > Display,2288
1117,Email > Display > Social Media > Social Media > Social Media,7295
1118,Display > Display > Display > Social Media,2251
1119,Paid Search > Organic Search > Organic Search > Email,6132
1120,Organic Search > Email > Social Media > Social Media > Organic Search,6399
1121,Display > Paid Search > Paid Search > Paid Search,1435
1122,Email > Social Media,6659
1123,Organic Search > Paid Search,9865
1124,Social Media > Display > Display > Display,3227
1125,Email > Social Media > Paid Search > Display,1579
1126,Email > Display > Organic Search > Social Media,5590
1127,Email > Display > Organic Search > Organic Search,8195
1128,Display > Display > Email > Email > Social Media,8496
1129,Email > Display > Social Media > Email > Social Media,9185
1130,Social Media > Organic Search > Paid Search > Email > Display,9431
1131,Social Media > Organic Search > Paid Search,5179
1132,Paid Search > Organic Search > Organic Search,1266
1133,Display > Paid Search > Display > Email,5898
1134,Paid Search > Organic Search > Paid Search > Social Media,5497
1135,Email > Organic Search > Email,4055
1136,Email > Paid Search > Display > Social Media > Email,7869
1137,Display > Social Media,3496
1138,Paid Search > Organic Search > Paid Search,8532
1139,Organic Search > Paid Search > Social Media,5292
1140,Email > Email > Display > Display > Email,5251
1141,Display > Display > Email,3767
1142,Organic Search > Paid Search > Social Media > Paid Search,5020
1143,Paid Search > Display > Display > Organic Search > Organic Search,5880
1144,Display > Paid Search > Display,4742
1145,Organic Search > Email,2283
1146,Paid Search > Paid Search > Display > Display > Organic Search,5459
1147,Email > Social Media > Email > Paid Search > Organic Search,1747
1148,Email > Display > Email > Paid Search,9809
1149,Display > Display > Email,3293
1150,Organic Search > Paid Search > Social Media > Organic Search > Email,6151
1151,Paid Search > Social Media > Display > Display,8999
1152,Display > Social Media,5986
1153,Paid Search > Email > Organic Search > Organic Search > Paid Search,8647
1154,Email > Paid Search,7498
1155,Organic Search > Display > Display,4580
1156,Social Media > Organic Search > Organic Search,7528
1157,Display > Display,5316
1158,Email > Display > Organic Search,1900
1159,Paid Search > Paid Search > Organic Search,8951
1160,Email > Email,4857
1161,Social Media > Email,8464
1162,Display > Organic Search > Email,6556
1163,Organic Search > Email > Paid Search > Paid Search,3579
1164,Paid Search > Social Media,9803
1165,Display > Email > Display > Display,2822
1166,Social Media > Paid Search,6625
1167,Email > Paid Search > Organic Search > Paid Search > Organic Search,7416
1168,Organic Search > Paid Search > Email > Email,3927
1169,Organic Search > Social Media,4500
1170,Organic Search > Email > Paid Search > Display > Display,2047
1171,Organic Search > Email,9798
1172,Social Media > Organic Search,2890
1173,Email > Social Media > Email > Email > Paid Search,8462
1174,Organic Search > Email > Email,8885
1175,Paid Search > Organic Search > Organic Search > Display > Display,9258
1176,Organic Search > Display > Paid Search > Paid Search > Paid Search,9875
1177,Social Media > Display > Email,7160
1178,Organic Search > Email,6569
1179,Organic Search > Social Media > Paid Search,3676
1180,Paid Search > Paid Search > Email,4490
1181,Email > Paid Search > Display > Paid Search > Display,3581
1182,Email > Social Media > Social Media,7335
1183,Social Media > Display > Social Media > Display > Email,8962
1184,Paid Search > Organic Search,3804
1185,Email > Email > Organic Search > Organic Search,3787
1186,Social Media > Organic Search > Email > Social Media,4723
1187,Display > Organic Search > Organic Search > Paid Search > Email,4711
1188,Organic Search > Paid Search > Paid Search > Email,9966
1189,Organic Search > Social Media,7966
1190,Display > Display > Organic Search > Organic Search,2617
1191,Organic Search > Email,2843
1192,Email > Display > Organic Search > Paid Search,7662
1193,Paid Search > Email > Social Media > Paid Search,5085
1194,Paid Search > Paid Search,9440
1195,Organic Search > Paid Search > Social Media,1674
1196,Display > Organic Search > Display,7335
1197,Social Media > Organic Search > Social Media,2779
1198,Display > Display > Social Media,2723
1199,Display > Email > Social Media > Paid Search > Display,8199
1200,Paid Search > Display > Paid Search > Organic Search > Display,2394
1201,Email > Email > Paid Search > Display > Email,5725
1202,Paid Search > Display > Organic Search > Email > Email,2664
1203,Paid Search > Email > Organic Search > Paid Search > Paid Search,3570
1204,Display > Paid Search > Email > Paid Search,8364
1205,Social Media > Display > Display > Social Media,5608
1206,Email > Paid Search > Email,4462
1207,Display > Email > Social Media > Display > Email,7785
1208,Social Media > Social Media > Email > Email,7546
1209,Social Media > Email > Display > Display,7692
1210,Display > Organic Search > Organic Search,1585
1211,Email > Social Media > Paid Search > Organic Search,7161
1212,Social Media > Social Media > Paid Search > Organic Search,5206
1213,Email > Organic Search > Social Media > Social Media,3489
1214,Email > Display > Paid Search > Email > Organic Search,2544
1215,Organic Search > Display > Display > Social Media > Organic Search,7858
1216,Paid Search > Social Media > Organic Search,5330
1217,Paid Search > Paid Search > Paid Search > Organic Search,6736
1218,Paid Search > Social Media > Display > Social Media,2647
1219,Organic Search > Organic Search > Paid Search > Organic Search,9546
1220,Email > Social Media > Display > Display,3605
1221,Social Media > Social Media > Email,4692
1222,Paid Search > Organic Search > Organic Search > Organic Search > Display,4624
1223,Display > Social Media,1028
1224,Display > Email,3522
1225,Organic Search > Email > Social Media > Display > Organic Search,6489
1226,Paid Search > Display > Paid Search > Organic Search > Social Media,6869
1227,Paid Search > Display,7883
1228,Paid Search > Display > Social Media > Display > Social Media,7362
1229,Display > Social Media,6782
1230,Display > Paid Search > Display,4639
1231,Display > Email,6877
1232,Organic Search > Email > Social Media,6102
1233,Organic Search > Display,9333
1234,Social Media > Email,3350
1235,Social Media > Organic Search,6139
1236,Social Media > Display > Paid Search,8304
1237,Social Media > Paid Search,5105
1238,Organic Search > Social Media > Social Media,1184
1239,Organic Search > Email,8144
1240,Organic Search > Social Media > Organic Search > Social Media > Organic Search,6542
1241,Email > Email > Social Media,7739
1242,Social Media > Organic Search > Display,9572
1243,Organic Search > Email > Paid Search > Paid Search > Paid Search,3207
1244,Display > Organic Search > Paid Search,6308
1245,Social Media > Display > Social Media,7464
1246,Organic Search > Display > Paid Search,9234
1247,Paid Search > Display > Paid Search > Display > Display,4323
1248,Display > Email > Paid Search > Paid Search,4798
1249,Display > Organic Search > Organic Search,4201
1250,Social Media > Display > Email > Paid Search > Social Media,7348
1251,Organic Search > Social Media,8922
1252,Social Media > Paid Search > Paid Search,1613
1253,Social Media > Organic Search > Paid Search > Paid Search,3749
1254,Email > Organic Search,8601
1255,Email > Organic Search > Display,6106
1256,Organic Search > Display > Display > Paid Search > Organic Search,6109
1257,Email > Email > Organic Search > Display,1255
1258,Display > Display > Display,1080
1259,Social Media > Organic Search > Email > Email,5013
1260,Organic Search > Paid Search,2719
1261,Paid Search > Social Media > Email > Organic Search,6434
1262,Paid Search > Organic Search > Paid Search,4452
1263,Email > Display > Email > Display,5823
1264,Display > Social Media > Organic Search > Paid Search,8148
1265,Organic Search > Email > Social Media > Display > Paid Search,4741
1266,Email > Email > Social Media,6497
1267,Social Media > Social Media > Paid Search > Organic Search,5314
1268,Email > Display > Organic Search > Display,9774
1269,Email > Paid Search > Email > Social Media > Paid Search,1360
1270,Organic Search > Organic Search > Social Media > Organic Search > Paid Search,2449
1271,Display > Email,9147
1272,Paid Search > Email > Organic Search > Email > Display,7802
1273,Email > Display > Email > Organic Search,6787
1274,Email > Social Media > Email,2355
1275,Email > Email > Organic Search,4114
1276,Email > Social Media,3073
1277,Display > Display > Organic Search > Display > Paid Search,3420
1278,Email > Organic Search > Organic Search > Organic Search > Social Media,7034
1279,Paid Search > Organic Search > Social Media > Email,8744
1280,Email > Email > Email > Social Media > Display,1856
1281,Social Media > Paid Search > Social Media,1667
1282,Social Media > Display > Email,4298
1283,Organic Search > Display > Organic Search > Display,2517
1284,Email > Email > Email > Organic Search > Email,5712
1285,Organic Search > Display > Social Media > Email > Display,2450
1286,Email > Social Media > Social Media > Display,6731
1287,Organic Search > Social Media > Paid Search,1519
1288,Email > Social Media > Display > Display > Organic Search,4464
1289,Paid Search > Display > Email,1007
1290,Paid Search > Organic Search > Organic Search,1931
1291,Social Media > Email > Social Media > Social Media,3291
1292,Social Media > Organic Search > Organic Search > Paid Search,6467
1293,Social Media > Paid Search > Organic Search > Paid Search > Display,6397
1294,Organic Search > Email > Paid Search > Email > Paid Search,9909
1295,Social Media > Social Media,9777
1296,Organic Search > Display > Display > Display,7421
1297,Organic Search > Social Media > Social Media > Paid Search,5777
1298,Social Media > Organic Search > Email > Social Media > Email,2670
1299,Organic Search > Display > Email > Email > Organic Search,9780
1300,Display > Display,4261
1301,Organic Search > Social Media > Social Media > Paid Search > Email,4143
1302,Organic Search > Paid Search,3205
1303,Email > Email > Organic Search,7935
1304,Email > Organic Search > Email > Email > Social Media,5482
1305,Email > Social Media,3830
1306,Email > Email > Social Media,3337
1307,Organic Search > Social Media > Organic Search,8779
1308,Email > Organic Search,6974
1309,Organic Search > Organic Search > Paid Search > Social Media > Organic Search,8345
1310,Paid Search > Display > Social Media,9593
1311,Display > Display > Display > Paid Search,1428
1312,Social Media > Display > Display > Display,9853
1313,Social Media > Email > Display > Email > Paid Search,5715
1314,Social Media > Email,7609
1315,Email > Paid Search > Email > Display > Email,4537
1316,Email > Email > Social Media > Social Media,6403
1317,Organic Search > Paid Search,4418
1318,Social Media > Organic Search > Social Media,3933
1319,Social Media > Paid Search,6993
1320,Organic Search > Display > Social Media > Paid Search,8926
1321,Organic Search > Organic Search > Paid Search,6092
1322,Email > Social Media > Organic Search > Organic Search,3899
1323,Social Media > Organic Search,1163
1324,Social Media > Social Media > Display > Social Media > Display,7764
1325,Email > Social Media > Email > Social Media > Display,9572
1326,Paid Search > Paid Search > Paid Search > Email,1719
1327,Organic Search > Display > Social Media > Paid Search,8540
1328,Social Media > Display > Email,6998
1329,Organic Search > Paid Search,5350
1330,Social Media > Email > Paid Search,7499
1331,Email > Paid Search > Social Media,6711
1332,Email > Display,1018
1333,Organic Search > Paid Search > Display > Display,5018
1334,Social Media > Display > Paid Search > Organic Search > Paid Search,5241
1335,Social Media > Email > Email > Organic Search > Email,6351
1336,Organic Search > Organic Search,2816
1337,Display > Organic Search > Paid Search > Organic Search > Social Media,9641
1338,Social Media > Paid Search > Organic Search > Email,1504
1339,Paid Search > Paid Search > Email > Email,7064
1340,Paid Search > Display > Display,7458
1341,Email > Social Media > Paid Search,6424
1342,Display > Display,9628
1343,Organic Search > Display > Display > Display,5508
1344,Display > Email > Social Media,3002
1345,Organic Search > Social Media > Email > Paid Search > Email,1260
1346,Paid Search > Email,5234
1347,Display > Organic Search > Email > Display,1649
1348,Organic Search > Email > Organic Search,6310
1349,Organic Search > Social Media > Email > Social Media,9374
1350,Email > Email,9479
1351,Email > Organic Search > Organic Search,5605
1352,Display > Email > Organic Search,7950
1353,Display > Social Media > Social Media > Organic Search,8462
1354,Email > Social Media,5747
1355,Email > Organic Search > Email > Email > Display,8399
1356,Social Media > Paid Search > Email,4787
1357,Social Media > Email > Organic Search > Social Media > Paid Search,3305
1358,Social Media > Email,5036
1359,Organic Search > Display,8635
1360,Paid Search > Organic Search,2604
1361,Social Media > Paid Search > Email,6832
1362,Paid Search > Organic Search,6970
1363,Organic Search > Organic Search > Organic Search > Paid Search,8321
1364,Email > Email > Organic Search > Email,2034
1365,Display > Email > Organic Search > Paid Search > Social Media,6396
1366,Paid Search > Display > Paid Search,8494
1367,Paid Search > Paid Search > Paid Search > Email,7366
1368,Display > Display > Paid Search,9474
1369,Social Media > Email > Display > Display,7101
1370,Display > Social Media,3569
1371,Organic Search > Paid Search > Paid Search > Paid Search > Email,1865
1372,Social Media > Paid Search > Social Media > Paid Search,8465
1373,Social Media > Organic Search > Organic Search > Display > Organic Search,6324
1374,Email > Social Media > Paid Search,6381
1375,Social Media > Organic Search,7471
1376,Email > Display,7163
1377,Social Media > Email > Organic Search > Paid Search > Paid Search,3483
1378,Social Media > Social Media,2040
1379,Organic Search > Email > Email,3796
1380,Organic Search > Email > Paid Search,2089
1381,Email > Email > Paid Search > Organic Search > Email,6375
1382,Display > Display > Display > Organic Search,9505
1383,Display > Organic Search,4341
1384,Social Media > Email,1201
1385,Paid Search > Social Media > Email > Email,3717
1386,Display > Email > Display > Display,1588
1387,Social Media > Social Media,5943
1388,Display > Paid Search > Email > Paid Search > Email,7853
1389,Display > Paid Search > Social Media > Organic Search > Email,2145
1390,Social Media > Display > Paid Search,2101
1391,Paid Search > Paid Search > Social Media > Social Media > Email,3938
1392,Email > Organic Search,4096
1393,Display > Social Media,4110
1394,Paid Search > Display,2018
1395,Display > Email > Email,3524
1396,Social Media > Paid Search > Social Media > Email,1493
1397,Display > Organic Search,6873
1398,Paid Search > Paid Search > Social Media > Paid Search > Email,1266
1399,Display > Email > Organic Search,4471
1400,Paid Search > Paid Search > Organic Search > Display,9722
1401,Email > Paid Search > Display > Social Media,6132
1402,Email > Paid Search > Email > Email,2441
1403,Email > Display > Paid Search > Social Media > Email,8983
1404,Email > Email > Display > Paid Search > Paid Search,2747
1405,Organic Search > Organic Search > Social Media > Organic Search,8678
1406,Display > Paid Search > Paid Search > Display,4053
1407,Organic Search > Email > Social Media > Display > Display,7340
1408,Display > Social Media,3131
1409,Social Media > Display,5516
1410,Paid Search > Social Media > Display > Paid Search > Organic Search,7422
1411,Social Media > Social Media,7578
1412,Display > Display > Display > Email > Display,5864
1413,Social Media > Display > Organic Search > Social Media > Social Media,7896
1414,Display > Email,8570
1415,Social Media > Display > Email,7000
1416,Email > Paid Search,7409
1417,Organic Search > Paid Search > Display > Paid Search > Paid Search,7549
1418,Display > Display > Paid Search > Social Media,3216
1419,Display > Email,2842
1420,Social Media > Organic Search > Paid Search > Organic Search,7861
1421,Organic Search > Paid Search,6650
1422,Display > Organic Search > Paid Search > Email,3213
1423,Paid Search > Organic Search > Paid Search > Email,2648
1424,Email > Display > Social Media > Social Media,9843
1425,Organic Search > Paid Search > Social Media,4987
1426,Email > Email > Display > Social Media > Organic Search,9577
1427,Email > Social Media > Email,7412
1428,Display > Display > Paid Search > Display,7293
1429,Organic Search > Organic Search,3261
1430,Social Media > Display > Paid Search,5636
1431,Organic Search > Social Media,1503
1432,Social Media > Paid Search > Social Media > Paid Search,1637
1433,Organic Search > Email > Email > Organic Search,5711
1434,Display > Paid Search > Email > Paid Search > Paid Search,6667
1435,Email > Social Media,1786
1436,Email > Email,4237
1437,Social Media > Organic Search,2920
1438,Organic Search > Email,1849
1439,Display > Email > Organic Search,1815
1440,Display > Display > Paid Search > Email > Social Media,8559
1441,Paid Search > Paid Search > Paid Search,2883
1442,Organic Search > Organic Search > Social Media > Organic Search > Social Media,2520
1443,Display > Paid Search > Social Media > Organic Search > Social Media,6381
1444,Display > Paid Search > Paid Search,4557
1445,Email > Social Media > Email,4383
1446,Paid Search > Paid Search,6037
1447,Paid Search > Display,3964
1448,Social Media > Organic Search > Organic Search > Social Media,1069
1449,Paid Search > Paid Search > Email > Email,1976
1450,Social Media > Email > Organic Search > Organic Search,9635
1451,Social Media > Email,6646
1452,Paid Search > Paid Search > Paid Search > Social Media,5699
1453,Email > Email > Social Media > Email > Display,7992
1454,Organic Search > Display > Social Media > Social Media > Paid Search,4538
1455,Email > Display > Paid Search,1596
1456,Social Media > Paid Search > Social Media > Social Media > Organic Search,2509
1457,Paid Search > Email > Social Media > Email,9832
1458,Email > Paid Search > Paid Search > Organic Search,5459
1459,Email > Email > Display,4835
1460,Email > Organic Search > Paid Search > Organic Search > Organic Search,7071
1461,Paid Search > Organic Search,8832
1462,Social Media > Display > Email > Display > Paid Search,4766
1463,Paid Search > Email > Organic Search,8400
1464,Social Media > Social Media > Organic Search > Social Media,5284
1465,Display > Display > Social Media,5996
1466,Paid Search > Organic Search,1608
1467,Email > Organic Search > Organic Search > Social Media,6475
1468,Social Media > Paid Search > Email > Display > Paid Search,7106
1469,Display > Display > Organic Search,3400
1470,Display > Paid Search > Display > Email > Display,2937
1471,Email > Email,8286
1472,Organic Search > Organic Search > Display > Email,3983
1473,Email > Email > Organic Search,7996
1474,Social Media > Display > Organic Search > Email,9265
1475,Email > Paid Search > Paid Search > Organic Search,7091
1476,Display > Display > Paid Search,1215
1477,Social Media > Paid Search,7971
1478,Social Media > Social Media > Organic Search > Display > Email,3202
1479,Display > Organic Search > Paid Search > Social Media > Email,1711
1480,Social Media > Organic Search > Paid Search,3123
1481,Display > Organic Search > Paid Search > Paid Search > Paid Search,1776
1482,Social Media > Email > Email > Social Media > Display,9889
1483,Social Media > Organic Search > Email,6606
1484,Organic Search > Email > Email > Display,4798
1485,Display > Paid Search,5322
1486,Organic Search > Paid Search > Organic Search,8571
1487,Organic Search > Email > Organic Search > Organic Search,1027
1488,Email > Email > Organic Search,2904
1489,Paid Search > Email > Paid Search > Organic Search,7862
1490,Social Media > Organic Search > Social Media,2977
1491,Social Media > Organic Search > Social Media > Display > Paid Search,6028
1492,Social Media > Paid Search > Paid Search > Social Media,4230
1493,Email > Display > Paid Search > Display,1647
1494,Organic Search > Display > Social Media > Organic Search > Social Media,5921
1495,Display > Organic Search > Organic Search > Email,4330
1496,Social Media > Paid Search > Organic Search,3850
1497,Organic Search > Display > Display,1530
1498,Display > Display > Paid Search > Social Media,7194
1499,Display > Organic Search > Display > Organic Search > Email,2823
1500,Social Media > Social Media > Paid Search > Display > Social Media,7302
1501,Organic Search > Email > Display > Paid Search > Display,9896
1502,Display > Organic Search > Social Media > Organic Search,5107
1503,Social Media > Paid Search > Social Media,8611
1504,Paid Search > Paid Search > Email,5398
1505,Paid Search > Social Media > Organic Search,6849
1506,Organic Search > Display > Display > Email,9785
1507,Paid Search > Display > Display > Email > Social Media,4573
1508,Paid Search > Display > Organic Search > Social Media,2018
1509,Social Media > Paid Search,6860
1510,Email > Social Media,7254
1511,Email > Display > Display > Social Media > Paid Search,3033
1512,Email > Display > Paid Search,7123
1513,Paid Search > Paid Search > Social Media,4635
1514,Social Media > Social Media > Organic Search,8484
1515,Organic Search > Organic Search > Email,6886
1516,Display > Social Media,2134
1517,Paid Search > Social Media > Display > Organic Search > Paid Search,7369
1518,Display > Social Media,3863
1519,Paid Search > Display,4950
1520,Social Media > Organic Search > Email,9931
1521,Paid Search > Display > Paid Search > Organic Search > Email,1627
1522,Organic Search > Display > Display,8697
1523,Paid Search > Organic Search,8516
1524,Paid Search > Paid Search > Organic Search > Social Media,7148
1525,Organic Search > Social Media > Social Media > Paid Search,2504
1526,Display > Email,3920
1527,Organic Search > Email,9678
1528,Social Media > Paid Search > Email,7322
1529,Social Media > Email,3773
1530,Organic Search > Display > Social Media > Organic Search,9318
1531,Organic Search > Email,1918
1532,Paid Search > Social Media > Social Media,9684
1533,Display > Email > Paid Search > Display,5528
1534,Social Media > Display > Paid Search,1615
1535,Email > Organic Search > Organic Search > Social Media > Email,9174
1536,Organic Search > Display > Email,7547
1537,Paid Search > Paid Search > Organic Search > Display > Paid Search,9031
1538,Email > Paid Search > Paid Search > Social Media > Paid Search,2522
1539,Display > Paid Search > Email,7542
1540,Paid Search > Display,8849
1541,Social Media > Display > Paid Search > Display,2233
1542,Organic Search > Organic Search,9574
1543,Social Media > Organic Search > Display > Email > Social Media,2195
1544,Organic Search > Display,6562
1545,Organic Search > Email > Paid Search,2025
1546,Organic Search > Display,7935
1547,Paid Search > Social Media > Social Media > Organic Search,2290
1548,Organic Search > Organic Search,3157
1549,Display > Social Media > Email > Social Media > Paid Search,6741
1550,Social Media > Social Media,6974
1551,Display > Social Media > Social Media > Social Media,6432
1552,Social Media > Display > Paid Search > Organic Search,5987
1553,Paid Search > Organic Search > Email,7477
1554,Email > Email,2937
1555,Organic Search > Organic Search > Organic Search,5407
1556,Social Media > Paid Search > Display > Social Media > Email,1042
1557,Organic Search > Email > Paid Search > Email > Paid Search,3194
1558,Display > Display,2146
1559,Display > Social Media,7119
1560,Paid Search > Display > Social Media > Organic Search > Paid Search,7821
1561,Organic Search > Email > Organic Search,1080
1562,Organic Search > Organic Search,2040
1563,Organic Search > Email > Social Media > Social Media,8394
1564,Organic Search > Paid Search > Paid Search > Social Media,4301
1565,Social Media > Email > Email > Social Media,8567
1566,Organic Search > Email > Display > Email,8577
1567,Organic Search > Email > Social Media > Social Media > Display,3275
1568,Paid Search > Display > Paid Search > Display,6212
1569,Organic Search > Organic Search > Organic Search,6678
1570,Email > Email,3500
1571,Email > Social Media > Organic Search,2296
1572,Organic Search > Social Media > Email > Paid Search > Paid Search,3703
1573,Email > Organic Search > Email,4012
1574,Paid Search > Organic Search > Email > Email > Social Media,7231
1575,Organic Search > Display > Paid Search > Display > Display,5706
1576,Organic Search > Email > Email > Paid Search,1983
1577,Paid Search > Display > Social Media > Social Media > Display,3130
1578,Social Media > Display > Paid Search > Email > Email,3392
1579,Email > Email,2284
1580,Organic Search > Display,3264
1581,Organic Search > Paid Search > Display,5184
1582,Display > Paid Search > Organic Search > Email > Social Media,7440
1583,Social Media > Display,3700
1584,Social Media > Email,9093
1585,Social Media > Display > Social Media,5959
1586,Display > Social Media > Social Media > Display,6166
1587,Email > Organic Search > Display,8745
1588,Social Media > Paid Search,9512
1589,Paid Search > Paid Search > Paid Search,7081
1590,Paid Search > Paid Search > Paid Search > Social Media > Social Media,2162
1591,Paid Search > Social Media > Social Media,5162
1592,Email > Paid Search > Social Media > Organic Search,7134
1593,Email > Organic Search,2598
1594,Paid Search > Display > Paid Search > Organic Search > Organic Search,1564
1595,Display > Social Media > Display,8658
1596,Social Media > Paid Search > Paid Search > Email > Display,9918
1597,Paid Search > Email > Organic Search > Email > Social Media,4904
1598,Organic Search > Display > Display,2525
1599,Display > Paid Search,8755
1600,Paid Search > Email,5447
1601,Paid Search > Organic Search > Paid Search,3268
1602,Email > Paid Search > Email > Social Media > Paid Search,7584
1603,Paid Search > Organic Search > Display > Social Media > Display,7155
1604,Email > Paid Search,8938
1605,Display > Organic Search > Email,6134
1606,Social Media > Social Media > Paid Search,4304
1607,Paid Search > Paid Search,1290
1608,Paid Search > Paid Search > Display,7868
1609,Social Media > Social Media > Social Media,4228
1610,Display > Display > Paid Search > Display,3963
1611,Social Media > Organic Search > Organic Search > Paid Search > Organic Search,8922
1612,Organic Search > Social Media > Paid Search > Email > Email,7695
1613,Organic Search > Display,1411
1614,Social Media > Organic Search,6967
1615,Organic Search > Email > Paid Search > Social Media > Organic Search,5174
1616,Paid Search > Organic Search > Display > Email,9442
1617,Social Media > Email,9563
1618,Display > Organic Search,2510
1619,Display > Email > Social Media > Organic Search > Display,4150
1620,Organic Search > Paid Search,5769
1621,Organic Search > Social Media > Email > Paid Search > Social Media,7879
1622,Display > Display > Organic Search,5701
1623,Display > Paid Search > Organic Search > Organic Search > Social Media,9729
1624,Paid Search > Display,4373
1625,Display > Display > Organic Search,5021
1626,Email > Email > Display > Paid Search,6572
1627,Email > Social Media > Paid Search > Display > Organic Search,8298
1628,Social Media > Display > Email,4179
1629,Paid Search > Email,2500
1630,Organic Search > Display > Social Media,5836
1631,Organic Search > Email > Email > Email,6511
1632,Email > Organic Search,3758
1633,Social Media > Email > Paid Search > Paid Search,4362
1634,Email > Display,4074
1635,Email > Social Media,1266
1636,Paid Search > Organic Search > Email > Social Media,6171
1637,Display > Display > Email > Social Media > Email,2339
1638,Email > Organic Search,2834
1639,Social Media > Email > Paid Search > Email,3555
1640,Organic Search > Organic Search > Paid Search > Paid Search > Paid Search,8537
1641,Organic Search > Organic Search > Paid Search,6981
1642,Display > Paid Search > Display > Paid Search > Organic Search,8675
1643,Social Media > Organic Search > Social Media > Display > Paid Search,4285
1644,Email > Paid Search > Email,9285
1645,Email > Organic Search > Display > Paid Search,3203
1646,Email > Email > Email > Social Media,8757
1647,Social Media > Paid Search > Email > Social Media,5517
1648,Display > Email > Display > Email,5365
1649,Paid Search > Organic Search > Social Media > Display > Email,1060
1650,Organic Search > Organic Search > Organic Search > Social Media > Social Media,9682
1651,Email > Display > Social Media,1890
1652,Social Media > Organic Search > Social Media > Organic Search,7999
1653,Display > Social Media,6598
1654,Email > Paid Search,1631
1655,Organic Search > Paid Search > Paid Search > Paid Search > Social Media,6946
1656,Social Media > Display > Display > Display > Email,4844
1657,Social Media > Social Media,9168
1658,Display > Paid Search > Display > Social Media,6773
1659,Display > Paid Search > Organic Search,3833
1660,Social Media > Paid Search > Paid Search > Organic Search,8825
1661,Social Media > Display,6660
1662,Email > Display > Email > Email,4656
1663,Social Media > Social Media > Organic Search > Social Media > Display,5574
1664,Display > Social Media > Display > Social Media,5547
1665,Social Media > Display > Email,3484
1666,Paid Search > Social Media > Paid Search > Paid Search > Email,7995
1667,Social Media > Paid Search > Organic Search,5149
1668,Organic Search > Organic Search > Organic Search > Organic Search > Display,3361
1669,Display > Social Media > Email > Display > Display,3560
1670,Organic Search > Organic Search > Organic Search > Social Media,2208
1671,Email > Display > Paid Search > Display > Social Media,6086
1672,Paid Search > Display,6549
1673,Email > Display,1267
1674,Display > Organic Search,5665
1675,Social Media > Organic Search > Display,2105
1676,Social Media > Email > Email > Organic Search,6692
1677,Email > Paid Search,9926
1678,Email > Social Media > Email > Display > Social Media,2794
1679,Email > Paid Search > Email > Organic Search > Social Media,1474
1680,Paid Search > Paid Search > Social Media > Paid Search,6929
1681,Social Media > Social Media > Email > Organic Search,6895
1682,Display > Organic Search > Social Media > Display,3382
1683,Organic Search > Email > Display > Paid Search,7842
1684,Organic Search > Paid Search > Display > Paid Search,7532
1685,Paid Search > Email,5795
1686,Paid Search > Display > Organic Search > Organic Search > Email,2915
1687,Paid Search > Display,1161
1688,Display > Display > Social Media > Email > Email,9574
1689,Social Media > Display > Organic Search > Social Media,8134
1690,Paid Search > Email > Social Media,5734
1691,Social Media > Social Media > Email > Social Media,3287
1692,Display > Email > Email > Organic Search > Social Media,4847
1693,Social Media > Display > Paid Search,9732
