Campaign_ID,Campaign_Type,Device,Impressions,Clicks,Avg_CPC,Spend,CTR,CVR,Conversions,Revenue_Per_Conversion,Revenue,CPA,ROAS,Customer_Quality_Score,Customer_LTV
685,Brand,Tablet,98091,6793,28.98,196861.14,0.06925202108246424,0.125,849,3768,3199032,231.8741342756184,16.25019544233057,100.0,9787689
686,Brand,Mobile,84694,5422,33.12,179576.63999999998,0.06401870262356248,0.248,1344,3892,5230848,133.61357142857142,29.12877755146772,100.0,16161635
687,Competitor,Mobile,15728,8376,49.46,414276.96,0.5325534079348931,0.192,1608,4868,7827744,257.63492537313437,18.894953752677917,100.0,17909174
688,Brand,Desktop,30545,6051,24.73,149641.23,0.19810116221967589,0.119,720,3083,2219760,207.83504166666668,14.833879673402844,100.0,10995166
689,Generic,Desktop,97636,3201,7.98,25543.98,0.03278503830554304,0.125,400,2238,895200,63.85995,35.04543927766934,100.0,2831675
690,Brand,Desktop,82686,6709,48.07,322501.63,0.08113828217594272,0.135,905,3074,2781970,356.35539226519336,8.626219966702184,100.0,9360207
691,Competitor,Mobile,99750,9414,40.69,383055.66,0.09437593984962406,0.172,1619,4729,7656251,236.6001605929586,19.9873068054914,100.0,17341083
692,Brand,Tablet,99412,5409,22.92,123974.28000000001,0.0544099303906973,0.127,686,3065,2102590,180.72052478134114,16.959888776930182,100.0,6937450
693,Competitor,Tablet,62756,111,49.21,5462.31,0.0017687551787876857,0.178,19,1629,30951,287.49,5.666284044662422,100.0,74088
694,Competitor,Desktop,69775,7870,20.55,161728.5,0.11279111429595128,0.096,755,4208,3177040,214.20993377483444,19.644280383482194,100.0,7015466
695,Brand,Mobile,39699,5513,21.75,119907.75,0.13886999672535832,0.114,628,1578,990984,190.9359076433121,8.264553375407344,100.0,2442803
696,Generic,Tablet,37821,5874,32.44,190552.56,0.15531054176251288,0.219,1286,1902,2445972,148.17461897356142,12.836206451385381,100.0,3692583
697,Competitor,Desktop,31615,279,17.35,4840.650000000001,0.0088249248774316,0.096,26,2849,74074,186.17884615384617,15.302490368029085,100.0,258927
698,Brand,Tablet,14746,896,36.44,32650.239999999998,0.060762240607622406,0.242,216,4022,868752,151.15851851851852,26.60782891641838,100.0,2481312
699,Brand,Tablet,87457,7379,11.88,87662.52,0.08437289182112352,0.06,442,2053,907426,198.3314932126697,10.351356543252464,100.0,4215367
700,Generic,Mobile,23745,7288,9.86,71859.68,0.306927774268267,0.076,553,4144,2291632,129.94517179023507,31.89037301585535,100.0,3763948
701,Competitor,Mobile,2245,7412,29.07,215466.84,3.3015590200445435,0.127,941,1122,1055802,228.97645058448458,4.900067221480577,100.0,1743341
702,Competitor,Tablet,25853,2124,30.0,63720.0,0.08215680965458554,0.203,431,1956,843036,147.84222737819024,13.230320150659134,100.0,3878435
703,Brand,Desktop,28632,7766,9.8,76106.8,0.27123498183850236,0.188,1460,2000,2920000,52.127945205479456,38.367136707889436,100.0,5674308
704,Brand,Mobile,13856,3317,48.39,160509.63,0.23939087759815242,0.06,199,1986,395214,806.5810552763819,2.4622447886771655,57.43426824193313,595808
705,Generic,Tablet,57893,6684,30.8,205867.2,0.11545437272209075,0.074,494,2251,1111994,416.7352226720648,5.401511265514856,100.0,2364320
706,Generic,Mobile,71641,9178,11.8,108300.40000000001,0.1281109978922684,0.152,1395,1337,1865115,77.63469534050179,17.221681545035842,100.0,8175855
707,Competitor,Mobile,69049,5385,19.01,102368.85,0.07798809541050558,0.088,473,1990,941270,216.42463002114167,9.194886921167914,100.0,4056402
708,Competitor,Mobile,59182,7470,41.01,306344.7,0.12622081038153493,0.117,873,3320,2898360,350.91030927835055,9.461107047061692,100.0,7797929
709,Brand,Tablet,3801,1619,28.55,46222.450000000004,0.4259405419626414,0.132,213,4829,1028577,217.00680751173712,22.2527581294371,100.0,3947789
710,Competitor,Desktop,98881,6711,13.47,90397.17,0.06786945924899628,0.157,1053,2460,2590380,85.84726495726495,28.655543088351106,100.0,8484463
711,Generic,Desktop,80431,6956,9.63,66986.28,0.08648406708856038,0.078,542,1901,1030342,123.5909225092251,15.38138854702784,100.0,4808165
712,Generic,Desktop,40749,2532,24.38,61730.159999999996,0.062136494147095635,0.058,146,3086,450556,422.8093150684931,7.298798512752924,100.0,764810
713,Brand,Mobile,74757,6557,20.18,132320.26,0.08771084982008374,0.112,734,4992,3664128,180.27283378746594,27.69136034043464,100.0,15924765
714,Generic,Tablet,56654,4966,34.52,171426.32,0.08765488756310234,0.039,193,3729,719697,888.219274611399,4.198287637510973,79.48421570590449,1509273
715,Generic,Mobile,72574,5154,46.64,240382.56,0.07101716868299943,0.141,726,1425,1034550,331.10545454545456,4.303764798910537,97.67058268017698,2969854
716,Generic,Desktop,98567,9208,16.15,148709.19999999998,0.09341868982519505,0.213,1961,3362,6592882,75.83335033146354,44.334055996535525,100.0,14318750
717,Generic,Desktop,56381,2170,43.49,94373.3,0.038488143168798,0.047,101,1613,162913,934.3891089108911,1.726261559148615,27.029162979589557,644997
718,Brand,Tablet,59601,1881,46.42,87316.02,0.03155987315649066,0.046,86,4877,419422,1015.3025581395349,4.803494249966959,89.212713218133,1624900
719,Brand,Mobile,16082,8630,45.59,393441.7,0.5366247979107076,0.038,327,4580,1497660,1203.185626911315,3.8065614295586867,81.43323685064581,5118465
720,Competitor,Desktop,15648,1616,47.84,77309.44,0.1032719836400818,0.215,347,4998,1734306,222.79377521613833,22.433301806351203,100.0,6839358
721,Generic,Tablet,1364,5591,42.89,239797.99,4.098973607038123,0.039,218,3802,828836,1099.9907798165136,3.456392607794586,67.81659692396794,3098584
722,Competitor,Mobile,35568,9206,31.71,291922.26,0.2588281601439496,0.246,2264,3204,7253856,128.94092756183747,24.84858811383551,100.0,30593480
723,Brand,Mobile,80646,6049,23.44,141788.56,0.07500681992907274,0.102,616,1871,1152536,230.17623376623376,8.12855423596939,100.0,2694540
724,Brand,Desktop,72494,3390,27.13,91970.7,0.0467624906888846,0.096,325,3824,1242800,282.9867692307692,13.512999248673763,100.0,3729884
725,Brand,Desktop,75632,4670,44.27,206740.90000000002,0.06174635075100487,0.041,191,3304,631064,1082.4130890052356,3.052439067451094,58.84216696237968,1281497
726,Brand,Mobile,8436,9738,18.56,180737.28,1.1543385490753912,0.155,1509,2999,4525491,119.77288270377734,25.039056690462534,100.0,13592662
727,Brand,Mobile,87713,1479,12.17,17999.43,0.01686181067800668,0.155,229,2893,662497,78.60013100436682,36.80655442977916,100.0,2620785
728,Brand,Desktop,27754,9775,11.34,110848.5,0.3522014844707069,0.134,1309,3902,5107718,84.68181818181819,46.07836822329576,100.0,20021585
729,Brand,Mobile,61194,7770,42.21,327971.7,0.1269732326698696,0.092,714,1634,1166676,459.34411764705885,3.5572459453056466,94.6946638284172,4646863
730,Generic,Desktop,25544,900,39.27,35343.0,0.03523332289383025,0.105,94,3503,329282,375.98936170212767,9.316752963811787,100.0,849773
731,Competitor,Mobile,61180,9538,27.39,261245.82,0.15590062111801242,0.094,896,3094,2772224,291.5689955357143,10.611553516913686,100.0,10583655
732,Brand,Desktop,64295,5367,17.37,93224.79000000001,0.08347460922311221,0.118,633,4403,2787099,147.27454976303318,29.89654361248762,100.0,7765226
733,Generic,Tablet,13638,3595,35.49,127586.55,0.26360170112919784,0.099,355,3057,1085235,359.3987323943662,8.505873072044036,100.0,5215337
734,Generic,Desktop,66715,3357,6.73,22592.61,0.05031851907367159,0.175,587,3191,1873117,38.48826235093697,82.90839349681157,100.0,5060754
735,Competitor,Desktop,70409,6658,30.57,203535.06,0.0945617747731114,0.088,585,2454,1435590,347.9231794871795,7.053281139868482,100.0,5183289
736,Brand,Tablet,84106,1081,22.93,24787.329999999998,0.012852828573466816,0.101,109,4882,532138,227.4066972477064,21.468145217738257,100.0,2195340
737,Competitor,Mobile,18157,2188,49.0,107212.0,0.12050448862697583,0.12,262,4223,1106426,409.206106870229,10.319982837742044,100.0,5169693
738,Brand,Tablet,46565,3052,27.84,84967.68,0.06554278964887791,0.021,64,1486,95104,1327.62,1.119296184149079,44.599837825734525,288426
739,Generic,Desktop,70996,9303,29.85,277694.55,0.1310355512986647,0.133,1237,4207,5204059,224.49033953112368,18.740227346917685,100.0,14372038
740,Generic,Mobile,66888,2226,37.06,82495.56000000001,0.03327951202009329,0.079,175,4658,815150,471.4032000000001,9.881137845479198,100.0,2449606
741,Generic,Tablet,57095,4912,26.8,131641.6,0.08603205184341886,0.033,162,2896,469152,812.6024691358025,3.563858233263649,67.55167431222907,1235247
742,Generic,Mobile,65947,8163,15.11,123342.93,0.12378121825101976,0.23,1877,4097,7690069,65.71280234416622,62.34705953555668,100.0,29135639
743,Competitor,Mobile,88122,3961,29.18,115581.98,0.044949047910850866,0.094,372,4078,1517016,310.70424731182794,13.125021737817608,100.0,7227835
744,Brand,Tablet,71880,6003,47.49,285082.47000000003,0.08351419031719533,0.118,708,3638,2575704,402.65885593220344,9.034943467411377,100.0,5000081
745,Brand,Mobile,5507,2691,23.45,63103.95,0.48865080806246597,0.21,565,4086,2308590,111.68840707964601,36.58392224258545,100.0,7995171
746,Competitor,Tablet,44988,9765,35.58,347438.7,0.21705788210189383,0.058,566,2455,1389530,613.8492932862191,3.999352979388882,100.0,6449879
747,Brand,Desktop,99421,9457,49.01,463487.57,0.09512074913750616,0.216,2042,3946,8057732,226.97726248775712,17.385001284931977,100.0,14910034
748,Generic,Mobile,17865,3422,42.35,144921.7,0.1915477190036384,0.076,260,4471,1162460,557.3911538461539,8.0212970176309,100.0,3753035
749,Brand,Desktop,28213,6537,34.66,226572.41999999998,0.23170169779888702,0.155,1013,1206,1221678,223.66477788746298,5.391997843338568,100.0,5532128
750,Generic,Desktop,56954,8901,38.12,339306.12,0.15628401868174316,0.178,1584,2624,4156416,214.2084090909091,12.249752524357651,100.0,19333912
751,Competitor,Mobile,58450,2961,47.14,139581.54,0.050658682634730536,0.228,675,4680,3159000,206.7874666666667,22.631932560709675,100.0,10425434
752,Brand,Tablet,5477,1755,48.19,84573.45,0.32043089282453896,0.16,280,3957,1107960,302.04803571428573,13.100565248313744,100.0,1758699
753,Competitor,Mobile,63222,1855,48.6,90153.0,0.02934105216538547,0.124,230,4287,986010,391.9695652173913,10.937073641476157,100.0,1843579
754,Brand,Desktop,7533,8337,33.15,276371.55,1.1067303863002789,0.152,1267,2525,3199175,218.1306629834254,11.575630704390521,100.0,11368295
755,Generic,Desktop,50395,9551,22.31,213082.81,0.18952277011608296,0.066,630,2482,1563660,338.22668253968254,7.338273791302076,100.0,3023344
756,Competitor,Tablet,24396,6327,10.99,69533.73,0.25934579439252337,0.178,1126,1258,1416508,61.75286856127886,20.371523288050277,100.0,2865542
757,Brand,Mobile,13755,4738,22.35,105894.3,0.3444565612504544,0.063,298,2352,700896,355.35,6.618826509075559,100.0,2945452
758,Generic,Desktop,1865,9743,47.43,462110.49,5.224128686327078,0.148,1441,1453,2093773,320.6873629424011,4.530892601031411,100.0,8641885
759,Competitor,Desktop,12173,2667,45.04,120121.68,0.2190914318573893,0.169,450,1798,809100,266.9370666666666,6.735670030588983,100.0,3600256
760,Competitor,Desktop,59905,3223,28.56,92048.87999999999,0.053801852933811865,0.227,731,1374,1004394,125.92186046511627,10.91152874429325,100.0,1878290
761,Brand,Tablet,39097,5264,29.17,153550.88,0.13463948640560658,0.124,652,3511,2289172,235.5074846625767,14.908231069727506,100.0,5021314
762,Brand,Desktop,34371,7181,18.9,135720.9,0.2089261295859882,0.198,1421,1074,1526154,95.51083743842364,11.244797227250926,100.0,6738526
763,Brand,Desktop,12254,5007,25.45,127428.15,0.40860127305369676,0.059,295,1241,366095,431.95983050847457,2.872952326467896,87.64243155565015,1473095
764,Generic,Mobile,5018,9780,37.15,363327.0,1.9489836588282183,0.056,547,2040,1115880,664.2175502742231,3.071282893922004,68.03710179655764,4821546
765,Brand,Mobile,6192,9865,23.11,227980.15,1.5931847545219637,0.141,1390,2712,3769680,164.01449640287768,16.535123781609933,100.0,18713105
766,Competitor,Desktop,3015,5062,13.46,68134.52,1.67893864013267,0.157,794,4330,3438020,85.81173803526448,50.45929728425473,100.0,15558796
767,Competitor,Desktop,69916,7250,29.34,212715.0,0.10369586360775788,0.165,1196,1122,1341912,177.85535117056855,6.308497285099781,100.0,4457323
768,Brand,Mobile,29343,1866,15.14,28251.24,0.06359267968510378,0.192,358,3002,1074716,78.9140782122905,38.04137446710303,100.0,2781030
769,Brand,Tablet,70306,3649,48.84,178217.16,0.051901686911501155,0.088,321,4382,1406622,555.193644859813,7.892741641713963,100.0,4914551
770,Competitor,Tablet,6829,2409,22.57,54371.13,0.35276028701127543,0.163,392,3158,1237936,138.70186224489794,22.768259552449987,100.0,4623756
771,Generic,Tablet,35381,9734,45.93,447082.62,0.275119414374947,0.063,613,4327,2652451,729.3354323001631,5.93279828233985,100.0,7091573
772,Brand,Tablet,82081,2076,15.15,31451.4,0.025292089521326496,0.07,145,3281,475745,216.90620689655174,15.12635367583001,100.0,1997310
773,Brand,Tablet,19263,7280,13.51,98352.8,0.3779265950267352,0.035,254,4015,1019810,387.21574803149605,10.368896462530808,100.0,1860784
774,Competitor,Tablet,54260,2590,32.76,84848.4,0.04773313674898636,0.192,497,1496,743512,170.72112676056338,8.762828762828763,100.0,3143475
775,Brand,Tablet,44306,9017,40.07,361311.19,0.20351645375344196,0.137,1235,4939,6099665,292.55966801619434,16.882026266609678,100.0,9832628
776,Generic,Tablet,92211,4481,30.5,136670.5,0.04859507000249428,0.075,336,4111,1381296,406.7574404761905,10.106760420134558,100.0,4479378
777,Competitor,Mobile,59418,6087,15.34,93374.58,0.10244370392810259,0.148,900,2145,1930500,103.74953333333333,20.67479179022813,100.0,8716260
778,Brand,Tablet,91898,7525,6.71,50492.75,0.08188426298722497,0.101,760,2473,1879480,66.43782894736842,37.22276960553743,100.0,3388201
779,Competitor,Tablet,1148,3719,32.82,122057.58,3.239547038327526,0.213,792,1726,1366992,154.11310606060607,11.199566630765577,100.0,4527595
780,Brand,Tablet,2754,6160,10.9,67144.0,2.2367465504720405,0.141,868,2831,2457308,77.35483870967742,36.597581317764806,100.0,5056820
781,Brand,Desktop,27745,8789,20.44,179647.16,0.31677779780140564,0.027,237,2821,668577,758.0048945147679,3.7216118529232523,65.91330975751141,3096751
782,Brand,Mobile,73914,4076,35.41,144331.15999999997,0.05514516870958141,0.247,1006,2816,2832896,143.47033797216696,19.62775051485764,100.0,12502163
783,Generic,Mobile,56833,804,9.41,7565.64,0.014146710537891717,0.037,29,4590,133110,260.8841379310345,17.594017161799925,100.0,634763
784,Generic,Mobile,21140,5552,10.73,59572.96,0.26263008514664143,0.18,999,1091,1089909,59.632592592592594,18.295364205505315,100.0,4972642
785,Competitor,Tablet,75907,6194,7.77,48127.38,0.08159985245102559,0.121,749,4432,3319568,64.25551401869158,68.9746252548965,100.0,13536987
786,Brand,Tablet,61653,3781,49.82,188369.42,0.06132710492595656,0.077,291,2969,863979,647.3175945017183,4.586620269893064,98.29623632111455,1855059
787,Brand,Desktop,93535,4238,22.42,95015.96,0.0453092425295344,0.176,745,4194,3124530,127.5382013422819,32.88426491717812,100.0,7994919
788,Generic,Mobile,62521,2016,45.76,92252.15999999999,0.03224516562435022,0.049,98,3384,331632,941.3485714285713,3.594842657342658,91.19670732072899,1074153
789,Brand,Tablet,79315,9666,18.21,176017.86000000002,0.12186849902288344,0.217,2097,4679,9811863,83.9379399141631,55.74356488597236,100.0,34941405
790,Generic,Mobile,32075,7601,38.89,295602.89,0.23697583787996881,0.078,592,1512,895104,499.3292060810811,3.0280624117037553,81.6608514849554,3793130
791,Brand,Desktop,31697,1945,14.86,28902.699999999997,0.0613622740322428,0.103,200,1602,320400,144.5135,11.085469523608522,100.0,735112
792,Competitor,Desktop,55544,4754,27.42,130354.68000000001,0.08558980267895722,0.166,789,1427,1125903,165.21505703422054,8.637227294025807,100.0,2194352
793,Brand,Desktop,10795,6513,42.11,274262.43,0.6033348772579898,0.02,130,3019,392470,2109.711,1.4310016869609155,24.19845664544811,1251640
794,Brand,Mobile,65555,8211,41.74,342727.14,0.12525360384410036,0.129,1059,2456,2600904,323.6328045325779,7.588847501251287,100.0,5338212
795,Generic,Tablet,53204,8090,40.74,329586.60000000003,0.15205623637320503,0.226,1828,1006,1838968,180.29901531728666,5.579620045232421,100.0,7223611
796,Brand,Tablet,70754,9728,42.07,409256.96,0.13749045990332703,0.176,1712,3167,5421904,239.05196261682244,13.248165651232906,100.0,19056409
797,Brand,Desktop,65860,3190,14.52,46318.799999999996,0.04843607652596417,0.109,347,3434,1191598,133.4835734870317,25.726011900135585,100.0,4878255
798,Generic,Tablet,52529,1470,26.7,39249.0,0.02798454187210874,0.172,252,2373,597996,155.75,15.235955056179776,100.0,1029765
799,Competitor,Desktop,12672,2028,26.82,54390.96,0.16003787878787878,0.235,476,1640,780640,114.26672268907564,14.352385028688591,100.0,3806745
800,Competitor,Mobile,55238,1736,45.07,78241.52,0.031427640392483434,0.063,109,4762,519058,717.8121100917432,6.634048009292252,100.0,778597
801,Generic,Desktop,97578,6280,18.36,115300.8,0.06435876939474061,0.142,891,2121,1889811,129.4060606060606,16.390267890595727,100.0,4987302
802,Generic,Mobile,36950,8383,46.92,393330.36,0.22687415426251692,0.074,620,2066,1280920,634.4038064516129,3.256600888881296,82.02851161234844,4968332
803,Generic,Desktop,12009,1943,25.29,49138.47,0.16179532017653428,0.216,419,3230,1353370,117.275584725537,27.54196457480259,100.0,2243883
804,Generic,Tablet,48096,8476,35.14,297846.64,0.17623087159015302,0.186,1576,3744,5900544,188.98898477157363,19.8106784081902,100.0,10572143
805,Generic,Tablet,20544,9863,17.1,168657.30000000002,0.4800915109034268,0.204,2012,1564,3146768,83.8256958250497,18.657763405438125,100.0,5564697
806,Competitor,Desktop,56728,931,23.46,21841.260000000002,0.016411648568608096,0.237,220,4811,1058420,99.27845454545455,48.4596584629275,100.0,3741815
807,Competitor,Tablet,30381,5638,36.94,208267.72,0.1855765116355617,0.073,411,2696,1108056,506.7341119221411,5.320344410550036,100.0,5136657
808,Generic,Tablet,26287,5415,28.07,151999.05,0.20599535892266138,0.031,167,4306,719102,910.1739520958083,4.730963779049935,96.44590950714657,2476608
809,Brand,Tablet,65610,8555,46.88,401058.4,0.13039170858100899,0.087,744,1445,1075080,539.0569892473119,2.680607113577474,76.03965457819464,3883726
810,Generic,Mobile,69122,5427,38.17,207148.59,0.0785133532015856,0.112,607,4941,2999187,341.26621087314663,14.478433089986275,100.0,8130813
811,Brand,Tablet,69184,1386,30.4,42134.4,0.020033533765032377,0.164,227,2930,665110,185.61409691629956,15.78543897622845,100.0,1041292
812,Generic,Mobile,41081,1629,44.9,73142.09999999999,0.03965336773691001,0.203,330,1199,395670,221.64272727272726,5.409606779132675,100.0,623438
813,Generic,Desktop,84637,6755,34.95,236087.25000000003,0.0798114299892482,0.1,675,3995,2696625,349.7588888888889,11.422154309476685,100.0,12428973
814,Competitor,Tablet,46312,1977,34.13,67475.01000000001,0.042688719986180686,0.129,255,1512,385560,264.6078823529412,5.71411549253568,100.0,716757
815,Brand,Tablet,88228,5531,16.09,88993.79,0.0626898490275196,0.201,1111,4597,5107267,80.10242124212421,57.38902680737611,100.0,25532569
816,Brand,Tablet,73943,9489,22.77,216064.53,0.1283285774177407,0.072,683,1989,1358487,316.3463103953148,6.287413301942712,100.0,2819511
817,Competitor,Desktop,83790,2578,35.75,92163.5,0.030767394677169112,0.07,180,3260,586800,512.0194444444444,6.366945699761836,100.0,2265764
818,Competitor,Mobile,81770,200,45.13,9026.0,0.002445884798825975,0.156,31,2401,74431,291.16129032258067,8.246288499889209,100.0,358857
819,Competitor,Mobile,53726,3187,19.2,61190.399999999994,0.059319510106838405,0.12,382,2812,1074184,160.18429319371725,17.55477983474532,100.0,2973354
820,Competitor,Tablet,23211,5928,14.7,87141.59999999999,0.25539614837792424,0.238,1410,1545,2178450,61.80255319148935,24.998967198215322,100.0,8867415
821,Brand,Desktop,30480,7525,31.72,238693.0,0.24688320209973752,0.102,767,3533,2709811,311.20338983050846,11.35270410108382,100.0,7392359
822,Brand,Desktop,48780,2391,8.02,19175.82,0.0490159901599016,0.195,466,3009,1402194,41.149828326180256,73.12302681189122,100.0,3599843
823,Generic,Desktop,58138,5567,37.15,206814.05,0.09575492793009735,0.154,857,4432,3798224,241.3232788798133,18.365406025364333,100.0,8380075
824,Generic,Desktop,91382,8396,36.64,307629.44,0.09187805038191328,0.033,277,2805,776985,1110.57559566787,2.5257173045596675,74.20126147213279,3397966
825,Competitor,Desktop,43503,793,20.97,16629.21,0.0182286279107188,0.039,30,3215,96450,554.307,5.800034998655979,100.0,231562
826,Competitor,Mobile,58893,5886,45.17,265870.62,0.09994396617594621,0.067,394,1889,744266,674.7985279187817,2.7993540617613184,61.83005119963017,1854006
827,Competitor,Mobile,47193,5506,27.6,151965.6,0.1166698451041468,0.053,291,1930,561630,522.2185567010309,3.695770621772296,81.7931785931364,2806124
828,Generic,Mobile,62358,3591,34.06,122309.46,0.05758683729433273,0.096,344,4753,1635032,355.5507558139535,13.367992958189824,100.0,4325618
829,Generic,Tablet,81857,3492,14.43,50389.56,0.04265976031371783,0.153,534,4665,2491110,94.36247191011236,49.43702624114996,100.0,7422787
830,Generic,Desktop,79182,2368,23.78,56311.04,0.029905786668687328,0.159,376,4475,1682600,149.76340425531916,29.880463937444592,100.0,8354435
831,Generic,Tablet,23117,5732,43.81,251118.92,0.24795604966042306,0.155,888,1827,1622376,282.7915765765766,6.460588473381455,100.0,4530568
832,Generic,Desktop,60056,3883,14.58,56614.14,0.06465632076728386,0.047,182,3184,579488,311.0667032967033,10.23574675867195,100.0,1611864
833,Generic,Mobile,59706,9181,22.58,207306.97999999998,0.15377014035440326,0.158,1450,4304,6240800,142.97033103448274,30.10414796453067,100.0,27440801
834,Generic,Tablet,71429,6073,19.31,117269.62999999999,0.08502148987106077,0.114,692,3162,2188104,169.4647832369942,18.658743956129136,100.0,5671032
835,Competitor,Mobile,10476,6069,11.8,71614.2,0.5793241695303551,0.228,1383,2275,3146325,51.78177874186551,43.934373350536625,100.0,7293972
836,Competitor,Desktop,83806,9081,18.04,163821.24,0.10835739684509463,0.23,2088,2516,5253408,78.45844827586207,32.067929653077954,100.0,15661648
837,Competitor,Desktop,56006,4748,15.47,73451.56,0.08477663107524194,0.197,935,2312,2161720,78.55781818181818,29.430552598202137,100.0,8543642
838,Competitor,Desktop,88238,5039,46.56,234615.84000000003,0.0571069153879281,0.182,917,2072,1900024,255.85151581243187,8.098447231866356,100.0,3137605
839,Generic,Mobile,70918,8950,38.35,343232.5,0.12620209255760173,0.046,411,4523,1858953,835.1155717761557,5.416016839897154,100.0,5221252
840,Brand,Desktop,64155,8124,19.22,156143.28,0.12663081599251813,0.039,316,1515,478740,494.1243037974684,3.06603012310232,62.368635768909975,1298274
841,Generic,Mobile,68321,7957,39.35,313107.95,0.11646492293731063,0.213,1694,2914,4936316,184.83350059031878,15.765540287303468,100.0,11634226
842,Brand,Tablet,46798,1118,6.0,6708.0,0.023889909825206206,0.118,131,1687,220997,51.20610687022901,32.94528920691712,100.0,837579
843,Competitor,Desktop,78271,2053,28.69,58900.57,0.02622938252992807,0.124,254,2019,512826,231.89200787401575,8.706639001965517,100.0,1289739
844,Generic,Desktop,31177,9482,16.27,154272.13999999998,0.30413445809410783,0.215,2038,2295,4677210,75.69781157998037,30.317917415289635,100.0,16948153
845,Competitor,Desktop,97248,3757,10.14,38095.98,0.03863318525830865,0.163,612,4502,2755224,62.24833333333334,72.32322150526117,100.0,8996299
846,Generic,Tablet,83215,4946,44.77,221432.42,0.05943639968755633,0.061,301,2049,616749,735.6558803986711,2.7852696547325815,70.24164683119321,1393954
847,Competitor,Desktop,44013,2396,13.97,33472.12,0.054438461363688004,0.069,165,2093,345345,202.86133333333336,10.31739250456798,100.0,840217
848,Brand,Mobile,83600,874,42.01,36716.74,0.010454545454545454,0.021,18,3340,60120,2039.8188888888888,1.637400270285434,24.840847409934145,126077
849,Brand,Mobile,97099,2911,23.6,68699.6,0.029979711428542003,0.183,532,4477,2381764,129.13458646616542,34.669255716190484,100.0,4044716
850,Brand,Desktop,54450,9672,5.64,54550.079999999994,0.17763085399449036,0.132,1276,2257,2879932,42.75084639498432,52.79427637869642,100.0,10561170
851,Generic,Desktop,99628,3282,37.96,124584.72,0.032942546272132334,0.238,781,3278,2560118,159.51948783610754,20.549213418788437,100.0,9868641
852,Brand,Tablet,48928,7967,31.84,253669.28,0.16283109875735774,0.184,1465,4334,6349310,173.15309215017064,25.029873542432888,100.0,13212913
853,Generic,Tablet,93403,4429,20.49,90750.20999999999,0.04741817714634434,0.044,194,3985,773090,467.78458762886595,8.5188783585184,100.0,2824772
854,Brand,Tablet,46382,6267,17.67,110737.89000000001,0.13511707127765082,0.057,357,4869,1738233,310.1901680672269,15.69682246970752,100.0,8582171
855,Brand,Desktop,86038,3197,8.32,26599.04,0.037157999953508915,0.135,431,2609,1124479,61.71470997679815,42.27517233704675,100.0,1979541
856,Generic,Tablet,1760,1504,47.36,71229.44,0.8545454545454545,0.233,350,2144,750400,203.5126857142857,10.534969810235767,100.0,2413510
857,Generic,Tablet,25142,5201,27.23,141623.23,0.20686500676159414,0.077,400,4534,1813600,354.05807500000003,12.805808764564965,100.0,7373433
858,Brand,Mobile,18290,1469,8.85,13000.65,0.08031711317659923,0.21,308,1517,467236,42.209902597402596,35.93943379754089,100.0,776094
859,Generic,Tablet,72035,5597,44.09,246771.73,0.07769834108419518,0.092,514,4095,2104830,480.1006420233463,8.529461620259339,100.0,8890711
860,Brand,Mobile,1364,6765,17.55,118725.75,4.959677419354839,0.082,554,1705,944570,214.30640794223828,7.9558983624024275,100.0,4655114
861,Generic,Mobile,57921,2164,14.16,30642.24,0.037361233404119405,0.227,491,4751,2332741,62.40782077393076,76.12827913364036,100.0,4221578
862,Competitor,Tablet,20797,2865,17.64,50538.6,0.13776025388277155,0.031,88,3424,301312,574.3022727272727,5.96201715124677,100.0,1319085
863,Competitor,Mobile,33535,2917,30.41,88705.97,0.08698374832264798,0.172,501,4571,2290071,177.0578243512974,25.816424756980844,100.0,6469531
864,Competitor,Desktop,47300,7891,8.33,65732.03,0.16682875264270614,0.03,236,2934,692424,278.5255508474576,10.534042536036084,100.0,1387899
865,Competitor,Desktop,48176,816,26.68,21770.88,0.01693789438724676,0.204,166,3484,578344,131.14987951807228,26.565026310374222,100.0,1865839
866,Competitor,Tablet,17105,4140,45.31,187583.40000000002,0.24203449283835135,0.211,873,3900,3404700,214.87216494845364,18.15032673466842,100.0,5959299
867,Brand,Desktop,8939,1811,13.47,24394.170000000002,0.20259536860946414,0.225,407,2745,1117215,59.93653562653563,45.79844282465851,100.0,3717370
868,Competitor,Mobile,80472,9517,19.9,189388.3,0.11826473804553136,0.063,599,2668,1598132,316.174123539232,8.438388221447683,100.0,2505469
869,Competitor,Desktop,43029,5467,22.83,124811.60999999999,0.12705384740523834,0.049,267,4928,1315776,467.459213483146,10.54209620403102,100.0,5329077
870,Competitor,Tablet,16863,6361,31.38,199608.18,0.37721639091502107,0.136,865,4875,4216875,230.76090173410404,21.12576248127707,100.0,13527287
871,Competitor,Tablet,79097,108,46.37,5007.96,0.001365412088954069,0.082,8,1969,15752,625.995,3.145392535084146,83.69623372102761,48930
872,Generic,Mobile,11447,8889,22.75,202224.75,0.7765353367694593,0.159,1413,3546,5010498,143.11730360934183,24.7768782011104,100.0,10956306
873,Brand,Tablet,97160,4218,8.11,34207.979999999996,0.04341292713050638,0.138,582,2197,1278654,58.77659793814432,37.378822134484416,100.0,3534738
874,Competitor,Desktop,47940,6186,20.66,127802.76,0.12903629536921152,0.053,327,2686,878322,390.83412844036695,6.87248068821049,100.0,1876572
